schema_version,source_file,route_folder,case_id,activity_id,route_bin_width_m,route_distance_start_m,route_distance_end_m,route_distance_mid_m,route_distance_label,window_start_time_utc,window_end_time_utc,window_duration_sec,point_count,point_time_col,point_route_distance_col,point_lat_mean,point_lon_mean,point_daytime_heat_window_count,point_daytime_heat_window_ratio,segment_id_mode,route_progress_state_mode,match_quality_mode,primary_station_ids,sunshine_direct_observation_status,uv_direct_observation_status,wbgt_status,heat_illness_medical_claim_status,thci_or_final_risk_status,scope_note,zero_fallback_true_count,weather_row_count,weather_station_count,weather_station_ids,temperature_mean_c,temperature_max_c,relative_humidity_mean_pct,relative_humidity_max_pct,wind_speed_mean_ms,wind_speed_max_ms,wind_class,precipitation_positive_row_count,precipitation_max_observed_mm,sunshine_available_row_count,uv_available_row_count,heat_index_status,heat_index_c,heat_humid_route_window_context_status,heat_humid_route_window_context_confidence,heat_humid_route_window_index_v1,heat_humid_route_window_context_reason,heat_humid_route_window_context_evidence
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,0.0,250.0,125.0,0-250m,2026-04-10T21:35:47+00:00,2026-04-10T21:40:15+00:00,268.0,48,time,route_dist_m,25.1658488,121.5632958,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,21,4,466910|466930|A0A460|C0AC40,19.3316,21.3,92.6316,100.0,1.1474,5.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,250.0,500.0,375.0,250-500m,2026-04-10T21:40:21+00:00,2026-04-10T21:49:47+00:00,566.0,96,time,route_dist_m,25.1662568,121.5620973,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,18,4,466910|466930|A0A460|C0AC40,19.3562,21.3,92.8125,100.0,1.25,5.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,500.0,750.0,625.0,500-750m,2026-04-10T21:49:53+00:00,2026-04-10T22:04:00+00:00,847.0,95,time,route_dist_m,25.1654577,121.5608662,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,21,4,466910|466930|A0A460|C0AC40,19.4316,21.3,92.7895,100.0,1.1895,5.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,750.0,1000.0,875.0,750-1000m,2026-04-10T21:58:24+00:00,2026-04-10T22:09:23+00:00,659.0,103,time,route_dist_m,25.1650951,121.5594024,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,18,4,466910|466930|A0A460|C0AC40,19.4187,21.1,92.9375,99.0,1.2937,5.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,1000.0,1250.0,1125.0,1000-1250m,2026-04-10T22:09:29+00:00,2026-04-10T22:16:34+00:00,425.0,72,time,route_dist_m,25.1656609,121.5573194,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,18,4,466910|466930|A0A460|C0AC40,19.5687,21.7,92.9375,99.0,1.3062,5.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,1250.0,1500.0,1375.0,1250-1500m,2026-04-10T22:16:40+00:00,2026-04-10T22:27:46+00:00,666.0,108,time,route_dist_m,25.1672534,121.5565193,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,19,4,466910|466930|A0A460|C0AC40,19.7529,22.3,92.8235,99.0,1.2889,5.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,1500.0,1750.0,1625.0,1500-1750m,2026-04-10T22:26:52+00:00,2026-04-10T22:37:52+00:00,660.0,107,time,route_dist_m,25.1683086,121.5559183,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,20,4,466910|466930|A0A460|C0AC40,19.785,22.5,92.8,100.0,1.455,5.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,1750.0,2000.0,1875.0,1750-2000m,2026-04-10T22:37:58+00:00,2026-04-10T22:53:36+00:00,938.0,159,time,route_dist_m,25.1695621,121.5552581,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,22,4,466910|466930|A0A460|C0AC40,20.2364,22.9,92.0909,100.0,1.3409,3.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,2000.0,2250.0,2125.0,2000-2250m,2026-04-10T22:53:41+00:00,2026-04-10T23:11:04+00:00,1043.0,178,time,route_dist_m,25.1706111,121.5534672,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,22,4,466910|466930|A0A460|C0AC40,20.6318,23.2,91.0909,100.0,1.5773,3.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,2250.0,2500.0,2375.0,2250-2500m,2026-04-10T23:11:10+00:00,2026-04-10T23:16:58+00:00,348.0,59,time,route_dist_m,25.1701984,121.5524176,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,19,4,466910|466930|A0A460|C0AC40,20.6947,23.2,90.9474,100.0,1.6579,3.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
ib3w_heat_humid_route_window_context_v1,outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_points.csv,qixing_lengshuikeng,qixing_lengshuikeng,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,250.0,2500.0,2750.0,2625.0,2500-2750m,2026-04-10T23:17:04+00:00,2026-04-10T23:26:11+00:00,547.0,91,time,route_dist_m,25.1701744,121.5505657,0,0.0,,,,466910|466930|A0A460|C0AC40,SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB,UV_INDEX_UNAVAILABLE_IN_CURRENT_DB,NOT_COMPUTED_NO_WBGT_SOLAR_RADIATION_OR_GLOBE_TEMPERATURE,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_COMPUTED_CONTEXT_ONLY,"Route-window heat/humid context only. No WBGT, no UV, no direct sunshine, no heat illness diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,22,4,466910|466930|A0A460|C0AC40,20.8,23.6,90.5455,100.0,1.6727,3.6,LIGHT_0P5_TO_2_MS,0,0.0,0,0,HEAT_INDEX_NOT_COMPUTED_TEMPERATURE_BELOW_STANDARD_THRESHOLD,,HEAT_HUMID_ROUTE_WINDOW_CONTEXT_NOT_SUPPORTED_BY_AVAILABLE_WEATHER,LOW_PROXY_ONLY,1.5,"Route-window heat/humid context is inferred from temperature, humidity, wind, activity route-distance bin, and available weather observations only.","SUNSHINE_DURATION_UNAVAILABLE_IN_CURRENT_DB | UV_INDEX_UNAVAILABLE_IN_CURRENT_DB | WBGT_NOT_COMPUTED_NO_SOLAR_RADIATION_GLOBE_TEMPERATURE_OR_HUMAN_HEAT_BALANCE_INPUTS | relative humidity mean >= 85% | relative humidity max >= 90% | mean wind speed < 2 m/s, weak convective cooling"
