event_id,event_type,start_elapsed_sec,end_elapsed_sec,activity_point_count_in_interval,safe_route_point_count_in_interval,route_dist_min_m,route_dist_max_m,event_mapping_status,event_mapping_reason
1,high_hr_recovery_stop,1871.0,1891.0,21,21,2826.0,2826.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
2,high_hr_recovery_stop,1909.0,1925.0,17,17,2820.0,2820.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
3,high_hr_recovery_stop,1981.0,2002.0,22,22,2804.0,2804.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
4,high_hr_recovery_stop,2386.0,2401.0,16,15,2670.0,2670.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
5,high_hr_recovery_stop,2403.0,2421.0,19,19,2662.0,2662.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
6,high_hr_recovery_stop,2588.0,2737.0,150,150,2584.0,2584.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
7,high_hr_recovery_stop,2739.0,2760.0,22,22,2585.0,2585.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
8,short_pause,2764.0,2814.0,51,51,2583.0,2583.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
9,high_hr_recovery_stop,3140.0,3165.0,26,26,2394.0,2394.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
10,high_hr_recovery_stop,3692.0,3745.0,54,54,2102.0,2102.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
11,high_hr_recovery_stop,3747.0,3795.0,49,49,2101.0,2101.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
12,high_hr_recovery_stop,3797.0,3855.0,59,59,2102.0,2102.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
13,off_route_rest,4233.0,5113.0,881,22,2262.0,2262.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
14,high_hr_recovery_stop,5249.0,5266.0,18,18,2327.0,2327.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
15,high_hr_recovery_stop,5345.0,5385.0,41,41,2348.0,2348.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
16,high_hr_recovery_stop,5493.0,5521.0,29,29,2379.0,2379.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
17,high_hr_recovery_stop,5553.0,5575.0,23,23,2385.0,2385.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
18,high_hr_recovery_stop,5611.0,5644.0,34,34,2397.0,2397.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
19,short_pause,5646.0,5663.0,18,18,2396.0,2396.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
20,high_hr_recovery_stop,5720.0,5772.0,53,53,2419.0,2419.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
21,short_pause,5774.0,5792.0,19,19,2418.0,2418.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
22,short_pause,5801.0,5817.0,17,17,2418.0,2418.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
23,short_pause,5827.0,5864.0,38,38,2415.0,2415.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
24,high_hr_recovery_stop,6488.0,6514.0,27,27,3110.0,3110.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
25,high_hr_recovery_stop,6568.0,6590.0,23,23,3154.0,3154.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
26,high_hr_recovery_stop,6680.0,6713.0,34,34,3234.0,3234.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
27,terminal_artifact,7375.0,9511.0,2152,17,4187.392949094119,4187.392949094119,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
