case_id,route_source_path,graph_source_path,node_id,lat,lon,mainline_route_dist_m,distance_from_mainline_m,node_degree,adjacent_edge_count,mainline_edge_count,side_branch_count,side_branch_angle_deg,side_branch_distance_from_mainline_m,fork_candidate,decision_point_candidate,governed_candidate_status,classification_reason
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1659587,121.5632590",25.1659587,121.563259,3971.511,24.333,6,6,6,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1659022,121.5632059",25.1659022,121.5632059,3971.511,31.828,5,5,4,1,48.165,4.262,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1661728,121.5633090",25.1661728,121.563309,3971.511,0.0,8,8,8,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1661623,121.5633121",25.1661623,121.5633121,3971.511,1.209,2,2,2,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1661329,121.5633226",25.1661329,121.5633226,3971.511,4.643,3,3,3,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1660908,121.5633224",25.1660908,121.5633224,3971.511,9.217,4,4,4,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1660390,121.5632993",25.166039,121.5632993,3971.511,14.91,4,4,4,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1660006,121.5632828",25.1660006,121.5632828,3971.511,19.328,3,3,3,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1663620,121.5636282",25.166362,121.5636282,3958.0,30.809,2,2,1,1,83.392,36.846,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1663306,121.5635990",25.1663306,121.563599,3960.0,26.665,3,3,3,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1661711,121.5637230",25.1661711,121.563723,3964.0,34.912,3,3,1,2,117.305,24.631,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1663102,121.5636729",25.1663102,121.5636729,3964.0,32.447,2,2,2,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1663092,121.5635180",25.1663092,121.563518,3958.0,18.28,2,2,2,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1662560,121.5633450",25.166256,121.563345,3956.0,0.436,5,5,5,0,,,False,False,GOVERNED_TOPOLOGY_NODE_CONTEXT,matched route graph node without side branch
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1661924,121.5633780",25.1661924,121.563378,3964.0,0.226,6,6,5,1,30.575,51.783,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
