schema_version,output_case,case_id,activity_id,activity_source_type,activity_source_path,activity_start_time_utc,activity_end_time_utc,activity_duration_min,representative_feature_status,weather_sensitive_feature_gate,weather_sensitive_score_allowed,weather_feature_vector_status,weather_sensitive_feature_gate_reason,zero_fallback_true_count,zero_fallback_used,primary_candidate_station_ids,primary_candidate_station_names,primary_station_count_policy,primary_station_count_present_in_activity_window,primary_station_coverage_ratio,primary_observed_row_count,primary_missing_row_count,primary_observed_row_ratio,available_weather_variable_count,missing_weather_variable_count,weather_variable_coverage_ratio,available_weather_variable_set,missing_weather_variable_set,activity_time_rain_observation_status,activity_time_moisture_context_status,activity_time_wind_context_status,activity_time_pressure_context_status,antecedent_precipitation_context_status,surface_wetness_proxy_status,surface_wetness_proxy_reason,precipitation_mm_available,precipitation_mm_observed_station_count,precipitation_mm_mean_primary,precipitation_mm_max_primary,precipitation_mm_min_primary,precipitation_observed_zero_flag,precipitation_positive_observed_flag,precipitation_observed_zero_count,precipitation_positive_observed_count,precipitation_10min_mm_available,precipitation_1hr_mm_available,temperature_c_available,temperature_c_observed_station_count,temperature_c_mean_primary,relative_humidity_pct_available,relative_humidity_pct_observed_station_count,relative_humidity_pct_mean_primary,wind_speed_ms_available,wind_speed_ms_observed_station_count,wind_speed_ms_mean_primary,wind_speed_ms_max_primary,wind_direction_deg_available,wind_direction_deg_observed_station_count,wind_direction_deg_mean_primary_linear_raw_not_circular,wind_direction_deg_note,pressure_hpa_available,pressure_hpa_partial_flag,pressure_hpa_observed_station_count,pressure_hpa_mean_primary,visibility_m_available,visibility_m_observed_station_count,weather_text_available,weather_text_observed_station_count,source_features_csv,source_gate_csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_13_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_13_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-11T00:58:17+00:00,2024-08-11T03:16:38+00:00,138.35,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_14_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_14_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-11T00:57:11+00:00,2024-08-11T02:56:51+00:00,119.667,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_15_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_15_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-04T00:59:32+00:00,2024-08-04T02:55:27+00:00,115.917,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_16_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_16_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-11T00:10:01+00:00,2024-08-11T02:59:46+00:00,169.75,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_20_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_20_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-11T00:29:14+00:00,2024-08-11T02:59:11+00:00,149.95,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_23_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_23_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-11T00:27:56+00:00,2024-08-11T03:36:20+00:00,188.4,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_28_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_28_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-04T01:10:41+00:00,2024-08-04T03:34:22+00:00,143.683,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_29_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_29_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-24T01:22:26+00:00,2024-08-24T03:29:14+00:00,126.8,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_30_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_30_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-04T00:24:51+00:00,2024-08-04T02:31:41+00:00,126.833,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
ib3w_weather_sensitive_feature_vector_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_33_1,backend_activity_csv,outputs\ib3a_rc_backend_activity_enriched_v1l2_osm_radar_evidence_qixing_lengshuikeng_full26\qixing_lengshuikeng_33_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,2024-08-25T00:53:06+00:00,2024-08-25T02:42:28+00:00,109.367,NO_PRIMARY_REPRESENTATIVE_ROWS,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,False,WEATHER_FEATURE_VECTOR_UNAVAILABLE,No primary representative station rows are available for this activity; do not compute weather-sensitive features.,0,False,466910|466930|A0A460|C0AC40,大屯山|文化大學|陽明山|鞍部,4,0,0.0,0,0,,0,10,0.0,,precipitation_mm|precipitation_10min_mm|precipitation_1hr_mm|temperature_c|relative_humidity_pct|wind_speed_ms|wind_direction_deg|pressure_hpa|visibility_m|weather,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,BLOCKED_BY_GATE,NOT_EVALUATED_IN_V1,NOT_EVALUATED_IN_V1,Antecedent precipitation and route-surface wetness are reserved for a later lookback/context layer.,False,0,,,,False,False,0,0,False,False,False,0,,False,0,,False,0,,,False,0,,Linear mean retained only as raw review evidence; circular mean is not computed in v1.,False,False,0,,False,0,False,0,outputs\ib3w_representative_environment_features_v1\activity_representative_environment_features.csv,outputs\ib3w_weather_sensitive_feature_gate_v1\activity_weather_sensitive_feature_gate.csv
