schema_version,output_case,case_id,activity_id,activity_start_time_utc,activity_end_time_utc,weather_sensitive_score_allowed,primary_candidate_station_ids,primary_candidate_station_names,surface_wetness_proxy_status,surface_wetness_proxy_confidence,surface_wetness_proxy_net_index,fog_low_cloud_condition_proxy_status,fog_low_cloud_condition_proxy_confidence,fog_low_cloud_condition_proxy_index_v1,hypothermia_medical_claim_status,clothing_fatigue_exposure_duration_status,thci_or_final_risk_status,source_antecedent_csv,source_vector_csv,source_surface_wetness_csv,source_fog_proxy_csv,source_weather_db,scope_note,activity_weather_row_count,activity_observed_station_count,activity_observed_station_ids,temperature_nonnull_count,temperature_mean_c,temperature_min_c,relative_humidity_nonnull_count,relative_humidity_mean_pct,relative_humidity_max_pct,wind_speed_nonnull_count,wind_speed_mean_ms,wind_speed_max_ms,wind_class,precipitation_nonnull_count,precipitation_positive_row_count,precipitation_max_observed_mm,wind_chill_status,wind_chill_c,wet_cold_exposure_context_status,wet_cold_exposure_context_confidence,wet_cold_exposure_index_v1,wet_cold_exposure_context_reason,wet_cold_exposure_context_evidence,zero_fallback_true_count
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_13_1,2024-08-11T00:58:17+00:00,2024-08-11T03:16:38+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_14_1,2024-08-11T00:57:11+00:00,2024-08-11T02:56:51+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_15_1,2024-08-04T00:59:32+00:00,2024-08-04T02:55:27+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_16_1,2024-08-11T00:10:01+00:00,2024-08-11T02:59:46+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_20_1,2024-08-11T00:29:14+00:00,2024-08-11T02:59:11+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_23_1,2024-08-11T00:27:56+00:00,2024-08-11T03:36:20+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_28_1,2024-08-04T01:10:41+00:00,2024-08-04T03:34:22+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_29_1,2024-08-24T01:22:26+00:00,2024-08-24T03:29:14+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_30_1,2024-08-04T00:24:51+00:00,2024-08-04T02:31:41+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_33_1,2024-08-25T00:53:06+00:00,2024-08-25T02:42:28+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
